case,hh_size,n_adult,n_child,age,disp_income_week,eq_scale,sex_code,emp_code,eth_code,mar_code,tenure_code,educ_code,region_code,lone_parent,sex_cat,emp_cat,eth_cat,mar_cat,tenure_cat,educ_cat,region_cat
130,2.0,2.0,0.0,67.0,375.02,1.5,1.0,6.0,1.0,1.0,7.0,,6.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,Eastern
131,1.0,1.0,0.0,66.0,561.462,1.0,1.0,6.0,1.0,5.0,7.0,1.0,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,Degree or equivalent,South East
132,2.0,2.0,0.0,34.0,1300.08,1.5,1.0,2.0,1.0,3.0,5.0,1.0,8.0,2.0,Male,Full-time employee,White,Cohabitee,Owned with mortgage,Degree or equivalent,South East
133,4.0,2.0,2.0,41.0,311.0,2.3,1.0,7.0,1.0,3.0,2.0,4.0,5.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Cohabitee,Hsng Assn (furnished unfrnish),ONC National level/BTEC,West Midlands
134,3.0,3.0,0.0,54.0,673.3,2.0,1.0,7.0,1.0,1.0,5.0,2.0,8.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Married and living with your husband/wife,Owned with mortgage,Higher education qualification below degree level,South East
135,2.0,2.0,0.0,58.0,389.28,1.5,2.0,7.0,1.0,1.0,7.0,2.0,12.0,2.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,Higher education qualification below degree level,Northern Ireland
136,2.0,2.0,0.0,78.0,465.172,1.5,1.0,6.0,1.0,1.0,7.0,,6.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,Eastern
137,2.0,2.0,0.0,66.0,1424.724,1.5,2.0,6.0,1.0,1.0,2.0,,8.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Hsng Assn (furnished unfrnish),,South East
138,2.0,2.0,0.0,70.0,414.094,1.5,1.0,6.0,1.0,1.0,7.0,,9.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,South West
139,5.0,2.0,3.0,45.0,1385.65,2.4,1.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Priv. rented (unfurn),Degree or equivalent,South East
140,4.0,2.0,2.0,40.0,516.68,2.1,1.0,2.0,1.0,1.0,7.0,3.0,12.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned outright,A-Levels/Highers,Northern Ireland
141,1.0,1.0,0.0,51.0,498.5,1.0,1.0,2.0,4.0,6.0,1.0,1.0,7.0,2.0,Male,Full-time employee,Black or Black British,Divorced,LA (furnished unfurnished),Degree or equivalent,London
142,2.0,2.0,0.0,43.0,657.107,1.5,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Priv. rented (unfurn),Degree or equivalent,Yorkshire and the Humber
143,2.0,2.0,0.0,51.0,598.33,1.5,1.0,2.0,1.0,1.0,5.0,1.0,4.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,East Midlands
144,1.0,1.0,0.0,80.0,218.23,1.0,2.0,6.0,1.0,5.0,2.0,,2.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Hsng Assn (furnished unfrnish),,North West and Merseyside
145,3.0,3.0,0.0,55.0,636.98,2.0,1.0,3.0,1.0,6.0,5.0,5.0,5.0,1.0,Male,Part-time employee,White,Divorced,Owned with mortgage,O-Level or GCSE A-C,West Midlands
146,3.0,1.0,2.0,36.0,404.01,1.6,2.0,3.0,10.0,6.0,3.0,1.0,5.0,1.0,Female,Part-time employee,Other ethnic group,Divorced,Priv. rented (unfurn),Degree or equivalent,West Midlands
147,3.0,1.0,2.0,26.0,199.43,1.6,2.0,3.0,1.0,4.0,3.0,7.0,5.0,1.0,Female,Part-time employee,White,Single,Priv. rented (unfurn),"Other, including foreign qualification below degree level",West Midlands
148,2.0,2.0,0.0,48.0,1022.47,1.5,1.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,Male,Self-employed,White,Cohabitee,Hsng Assn (furnished unfrnish),ONC National level/BTEC,North West and Merseyside
149,3.0,3.0,0.0,60.0,423.96,2.0,1.0,7.0,1.0,1.0,7.0,1.0,2.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,North West and Merseyside
150,6.0,2.0,4.0,32.0,491.76,2.7,1.0,2.0,1.0,1.0,3.0,5.0,4.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Priv. rented (unfurn),O-Level or GCSE A-C,East Midlands
151,1.0,1.0,0.0,71.0,193.85,1.0,2.0,6.0,1.0,5.0,7.0,,11.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,Scotland
152,2.0,2.0,0.0,51.0,1630.56,1.5,1.0,2.0,1.0,1.0,7.0,5.0,11.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned outright,O-Level or GCSE A-C,Scotland
153,1.0,1.0,0.0,42.0,51.63,1.0,2.0,1.0,1.0,4.0,5.0,3.0,2.0,2.0,Female,Self-employed,White,Single,Owned with mortgage,A-Levels/Highers,North West and Merseyside
154,1.0,1.0,0.0,67.0,190.572,1.0,2.0,6.0,1.0,6.0,2.0,7.0,4.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Divorced,Hsng Assn (furnished unfrnish),"Other, including foreign qualification below degree level",East Midlands
155,2.0,2.0,0.0,68.0,467.804,1.5,1.0,6.0,1.0,1.0,7.0,7.0,1.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,"Other, including foreign qualification below degree level",North East
156,3.0,2.0,1.0,30.0,440.77,1.8,1.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,Male,Full-time employee,Asian or Asian British,Married and living with your husband/wife,Priv. rented (unfurn),Degree or equivalent,Yorkshire and the Humber
157,2.0,2.0,0.0,64.0,706.8,1.5,1.0,7.0,1.0,6.0,7.0,5.0,7.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Divorced,Owned outright,O-Level or GCSE A-C,London
158,1.0,1.0,0.0,44.0,111.55,1.0,1.0,7.0,1.0,4.0,1.0,,6.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Single,LA (furnished unfurnished),,Eastern
159,1.0,1.0,0.0,30.0,323.54,1.0,1.0,2.0,1.0,4.0,4.0,1.0,3.0,2.0,Male,Full-time employee,White,Single,Priv. rented (furnished),Degree or equivalent,Yorkshire and the Humber
160,1.0,1.0,0.0,47.0,626.81,1.0,2.0,2.0,1.0,4.0,5.0,3.0,6.0,2.0,Female,Full-time employee,White,Single,Owned with mortgage,A-Levels/Highers,Eastern
161,2.0,1.0,1.0,44.0,270.0,1.5,2.0,1.0,1.0,6.0,3.0,1.0,9.0,1.0,Female,Self-employed,White,Divorced,Priv. rented (unfurn),Degree or equivalent,South West
162,2.0,2.0,0.0,63.0,1018.98,1.5,1.0,1.0,1.0,1.0,7.0,5.0,8.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned outright,O-Level or GCSE A-C,South East
163,4.0,4.0,0.0,42.0,634.122,2.5,2.0,7.0,1.0,6.0,2.0,,6.0,2.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Divorced,Hsng Assn (furnished unfrnish),,Eastern
164,5.0,2.0,3.0,46.0,337.21,2.6,1.0,1.0,1.0,1.0,5.0,3.0,12.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned with mortgage,A-Levels/Highers,Northern Ireland
165,1.0,1.0,0.0,80.0,325.192,1.0,2.0,6.0,1.0,5.0,1.0,,2.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,LA (furnished unfurnished),,North West and Merseyside
166,2.0,2.0,0.0,56.0,1478.54,1.5,1.0,2.0,1.0,1.0,5.0,1.0,8.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,South East
167,3.0,2.0,1.0,33.0,607.7,1.8,2.0,3.0,1.0,3.0,5.0,1.0,2.0,2.0,Female,Part-time employee,White,Cohabitee,Owned with mortgage,Degree or equivalent,North West and Merseyside
168,1.0,1.0,0.0,80.0,345.17,1.0,1.0,6.0,1.0,4.0,7.0,,11.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Single,Owned outright,,Scotland
169,1.0,1.0,0.0,80.0,187.972,1.0,2.0,6.0,1.0,5.0,7.0,,2.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,North West and Merseyside
170,1.0,1.0,0.0,64.0,251.742,1.0,2.0,6.0,1.0,4.0,1.0,1.0,3.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Single,LA (furnished unfurnished),Degree or equivalent,Yorkshire and the Humber
171,1.0,1.0,0.0,39.0,343.28,1.0,1.0,2.0,1.0,4.0,5.0,7.0,2.0,2.0,Male,Full-time employee,White,Single,Owned with mortgage,"Other, including foreign qualification below degree level",North West and Merseyside
172,4.0,2.0,2.0,33.0,605.73,2.1,1.0,2.0,1.0,1.0,7.0,5.0,11.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned outright,O-Level or GCSE A-C,Scotland
173,3.0,2.0,1.0,31.0,525.92,1.8,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,Male,Full-time employee,Asian or Asian British,Married and living with your husband/wife,Priv. rented (unfurn),Degree or equivalent,North East
174,1.0,1.0,0.0,56.0,185.23,1.0,2.0,1.0,1.0,4.0,7.0,2.0,11.0,2.0,Female,Self-employed,White,Single,Owned outright,Higher education qualification below degree level,Scotland
175,1.0,1.0,0.0,64.0,190.01,1.0,1.0,7.0,1.0,6.0,7.0,5.0,7.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Divorced,Owned outright,O-Level or GCSE A-C,London
176,1.0,1.0,0.0,78.0,196.422,1.0,2.0,6.0,1.0,5.0,1.0,,8.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,LA (furnished unfurnished),,South East
177,2.0,2.0,0.0,34.0,1107.78,1.5,1.0,2.0,1.0,3.0,8.0,1.0,7.0,2.0,Male,Full-time employee,White,Cohabitee,Rent free,Degree or equivalent,London
178,2.0,2.0,0.0,80.0,203.554,1.5,2.0,6.0,1.0,5.0,7.0,,4.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,East Midlands
179,2.0,2.0,0.0,22.0,276.92,1.5,1.0,7.0,1.0,3.0,4.0,3.0,9.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Cohabitee,Priv. rented (furnished),A-Levels/Highers,South West
180,2.0,2.0,0.0,59.0,703.95,1.5,1.0,2.0,1.0,1.0,5.0,,8.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,,South East
181,2.0,2.0,0.0,63.0,565.0,1.5,1.0,2.0,1.0,1.0,7.0,7.0,3.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned outright,"Other, including foreign qualification below degree level",Yorkshire and the Humber
182,2.0,2.0,0.0,35.0,1630.56,1.5,2.0,2.0,1.0,1.0,5.0,1.0,5.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,West Midlands
183,2.0,2.0,0.0,58.0,620.2818,1.5,2.0,2.0,1.0,3.0,5.0,5.0,8.0,2.0,Female,Full-time employee,White,Cohabitee,Owned with mortgage,O-Level or GCSE A-C,South East
184,3.0,2.0,1.0,44.0,401.01,1.8,2.0,3.0,1.0,7.0,5.0,5.0,6.0,1.0,Female,Part-time employee,White,Separated,Owned with mortgage,O-Level or GCSE A-C,Eastern
185,2.0,2.0,0.0,68.0,761.464,1.5,1.0,6.0,1.0,1.0,7.0,3.0,2.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,A-Levels/Highers,North West and Merseyside
186,2.0,2.0,0.0,71.0,794.0,1.5,1.0,6.0,1.0,1.0,7.0,,4.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,East Midlands
187,2.0,2.0,0.0,45.0,449.6276,1.5,2.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,LA (furnished unfurnished),"Other, including foreign qualification below degree level",North East
188,8.0,4.0,4.0,46.0,883.15,3.9,1.0,2.0,1.0,1.0,1.0,,5.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,LA (furnished unfurnished),,West Midlands
189,2.0,2.0,0.0,60.0,853.91,1.5,1.0,2.0,1.0,1.0,5.0,2.0,8.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Higher education qualification below degree level,South East
190,1.0,1.0,0.0,68.0,629.79,1.0,1.0,6.0,1.0,6.0,7.0,1.0,12.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Divorced,Owned outright,Degree or equivalent,Northern Ireland
191,1.0,1.0,0.0,62.0,145.51,1.0,2.0,6.0,1.0,6.0,2.0,,2.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Divorced,Hsng Assn (furnished unfrnish),,North West and Merseyside
192,1.0,1.0,0.0,80.0,201.812,1.0,2.0,6.0,1.0,5.0,7.0,,1.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,North East
193,3.0,1.0,2.0,32.0,361.35,1.6,2.0,7.0,1.0,7.0,3.0,2.0,11.0,1.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Separated,Priv. rented (unfurn),Higher education qualification below degree level,Scotland
194,2.0,2.0,0.0,22.0,931.99,1.5,2.0,2.0,1.0,3.0,4.0,1.0,1.0,2.0,Female,Full-time employee,White,Cohabitee,Priv. rented (furnished),Degree or equivalent,North East
195,4.0,2.0,2.0,44.0,1630.56,2.1,2.0,3.0,1.0,1.0,7.0,1.0,6.0,2.0,Female,Part-time employee,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,Eastern
196,5.0,2.0,3.0,44.0,335.67,2.4,1.0,4.0,10.0,1.0,1.0,1.0,7.0,2.0,Male,Unemployed,Other ethnic group,Married and living with your husband/wife,LA (furnished unfurnished),Degree or equivalent,London
197,3.0,2.0,1.0,32.0,858.4,1.8,2.0,2.0,1.0,1.0,5.0,1.0,9.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,South West
198,1.0,1.0,0.0,80.0,214.96,1.0,2.0,6.0,1.0,5.0,7.0,,5.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,West Midlands
199,2.0,2.0,0.0,66.0,434.246,1.5,1.0,6.0,2.0,3.0,7.0,,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,Mixed race,Cohabitee,Owned outright,,South East
200,3.0,2.0,1.0,41.0,948.31,2.0,1.0,2.0,1.0,3.0,5.0,5.0,2.0,2.0,Male,Full-time employee,White,Cohabitee,Owned with mortgage,O-Level or GCSE A-C,North West and Merseyside
201,2.0,2.0,0.0,33.0,1069.69,1.5,1.0,2.0,1.0,1.0,5.0,5.0,5.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,O-Level or GCSE A-C,West Midlands
202,2.0,2.0,0.0,59.0,430.85,1.5,2.0,2.0,1.0,1.0,1.0,7.0,4.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,LA (furnished unfurnished),"Other, including foreign qualification below degree level",East Midlands
203,2.0,2.0,0.0,52.0,176.1,1.5,2.0,7.0,1.0,7.0,3.0,5.0,12.0,1.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Separated,Priv. rented (unfurn),O-Level or GCSE A-C,Northern Ireland
204,2.0,2.0,0.0,71.0,453.894,1.5,1.0,6.0,1.0,1.0,7.0,,2.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,North West and Merseyside
205,3.0,3.0,0.0,63.0,696.64,2.0,2.0,2.0,1.0,1.0,7.0,1.0,7.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,London
206,1.0,1.0,0.0,80.0,239.382,1.0,2.0,6.0,1.0,4.0,7.0,,8.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Single,Owned outright,,South East
207,1.0,1.0,0.0,48.0,226.16,1.0,2.0,7.0,1.0,7.0,7.0,2.0,11.0,2.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Separated,Owned outright,Higher education qualification below degree level,Scotland
208,2.0,2.0,0.0,78.0,388.432,1.5,1.0,6.0,1.0,1.0,7.0,,3.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,Yorkshire and the Humber
209,1.0,1.0,0.0,80.0,192.522,1.0,2.0,6.0,1.0,4.0,7.0,,6.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Single,Owned outright,,Eastern
210,3.0,3.0,0.0,56.0,456.71,2.0,1.0,1.0,1.0,1.0,7.0,6.0,2.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned outright,GCSE D-G,North West and Merseyside
211,3.0,3.0,0.0,41.0,253.73,2.0,2.0,3.0,1.0,4.0,3.0,5.0,6.0,1.0,Female,Part-time employee,White,Single,Priv. rented (unfurn),O-Level or GCSE A-C,Eastern
212,2.0,2.0,0.0,51.0,415.42,1.5,1.0,4.0,1.0,1.0,7.0,,3.0,2.0,Male,Unemployed,White,Married and living with your husband/wife,Owned outright,,Yorkshire and the Humber
213,1.0,1.0,0.0,76.0,339.7,1.0,2.0,6.0,1.0,5.0,1.0,,5.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,LA (furnished unfurnished),,West Midlands
214,3.0,2.0,1.0,33.0,408.23,1.8,1.0,2.0,1.0,3.0,3.0,,9.0,2.0,Male,Full-time employee,White,Cohabitee,Priv. rented (unfurn),,South West
215,2.0,2.0,0.0,52.0,243.64,1.5,2.0,3.0,1.0,7.0,5.0,2.0,1.0,1.0,Female,Part-time employee,White,Separated,Owned with mortgage,Higher education qualification below degree level,North East
216,1.0,1.0,0.0,79.0,192.502,1.0,1.0,6.0,1.0,5.0,2.0,,3.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Hsng Assn (furnished unfrnish),,Yorkshire and the Humber
217,1.0,1.0,0.0,26.0,270.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,10.0,2.0,Male,Full-time employee,White,Single,Priv. rented (unfurn),GCSE D-G,Wales
218,2.0,1.0,1.0,50.0,253.85,1.3,2.0,3.0,1.0,4.0,5.0,5.0,3.0,1.0,Female,Part-time employee,White,Single,Owned with mortgage,O-Level or GCSE A-C,Yorkshire and the Humber
219,1.0,1.0,0.0,49.0,320.0,1.0,2.0,2.0,1.0,4.0,3.0,5.0,2.0,2.0,Female,Full-time employee,White,Single,Priv. rented (unfurn),O-Level or GCSE A-C,North West and Merseyside
220,3.0,3.0,0.0,52.0,1037.7388,2.0,1.0,2.0,1.0,1.0,7.0,2.0,3.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned outright,Higher education qualification below degree level,Yorkshire and the Humber
221,3.0,3.0,0.0,49.0,1445.53,2.0,1.0,2.0,1.0,1.0,7.0,5.0,5.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned outright,O-Level or GCSE A-C,West Midlands
222,2.0,2.0,0.0,56.0,486.8,1.5,1.0,2.0,1.0,1.0,5.0,7.0,5.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,"Other, including foreign qualification below degree level",West Midlands
223,2.0,2.0,0.0,51.0,857.04,1.5,2.0,2.0,1.0,8.0,7.0,1.0,3.0,2.0,Female,Full-time employee,White,Civil Partner or Former Civil Partner,Owned outright,Degree or equivalent,Yorkshire and the Humber
224,1.0,1.0,0.0,75.0,361.87,1.0,1.0,6.0,1.0,5.0,7.0,,7.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,London
225,2.0,2.0,0.0,80.0,393.144,1.5,1.0,6.0,1.0,1.0,7.0,,1.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,North East
226,3.0,3.0,0.0,44.0,852.9264,2.0,2.0,2.0,1.0,6.0,5.0,5.0,10.0,1.0,Female,Full-time employee,White,Divorced,Owned with mortgage,O-Level or GCSE A-C,Wales
227,1.0,1.0,0.0,70.0,158.852,1.0,2.0,6.0,1.0,6.0,3.0,,8.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Divorced,Priv. rented (unfurn),,South East
228,4.0,1.0,3.0,30.0,129.5,1.9,2.0,7.0,4.0,4.0,1.0,,7.0,1.0,Female,Retired/unoccupied but under minimum NI Pension age,Black or Black British,Single,LA (furnished unfurnished),,London
229,2.0,2.0,0.0,74.0,347.574,1.5,2.0,6.0,1.0,1.0,7.0,,9.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,South West
230,1.0,1.0,0.0,80.0,177.922,1.0,2.0,6.0,1.0,5.0,8.0,,9.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Rent free,,South West
231,2.0,2.0,0.0,79.0,282.324,1.5,1.0,6.0,1.0,1.0,2.0,,9.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Hsng Assn (furnished unfrnish),,South West
232,3.0,1.0,2.0,29.0,319.76,1.6,2.0,3.0,1.0,4.0,1.0,7.0,2.0,1.0,Female,Part-time employee,White,Single,LA (furnished unfurnished),"Other, including foreign qualification below degree level",North West and Merseyside
233,1.0,1.0,0.0,71.0,149.94,1.0,1.0,6.0,3.0,6.0,1.0,,7.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,Asian or Asian British,Divorced,LA (furnished unfurnished),,London
234,1.0,1.0,0.0,70.0,198.442,1.0,2.0,6.0,1.0,6.0,1.0,,11.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Divorced,LA (furnished unfurnished),,Scotland
235,2.0,2.0,0.0,80.0,562.51,1.5,1.0,6.0,1.0,1.0,7.0,,7.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,London
236,1.0,1.0,0.0,76.0,388.652,1.0,2.0,6.0,1.0,5.0,7.0,,7.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,London
237,1.0,1.0,0.0,54.0,311.11,1.0,2.0,2.0,1.0,6.0,5.0,3.0,8.0,2.0,Female,Full-time employee,White,Divorced,Owned with mortgage,A-Levels/Highers,South East
238,3.0,2.0,1.0,32.0,317.27,1.8,2.0,2.0,2.0,1.0,2.0,7.0,4.0,2.0,Female,Full-time employee,Mixed race,Married and living with your husband/wife,Hsng Assn (furnished unfrnish),"Other, including foreign qualification below degree level",East Midlands
239,2.0,2.0,0.0,29.0,744.72,1.5,1.0,2.0,1.0,1.0,5.0,5.0,6.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,O-Level or GCSE A-C,Eastern
240,1.0,1.0,0.0,64.0,260.0814,1.0,2.0,3.0,1.0,5.0,7.0,4.0,2.0,2.0,Female,Part-time employee,White,Widowed,Owned outright,ONC National level/BTEC,North West and Merseyside
241,3.0,2.0,1.0,33.0,440.0,1.8,1.0,2.0,1.0,1.0,3.0,7.0,4.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Priv. rented (unfurn),"Other, including foreign qualification below degree level",East Midlands
